url,condition,car,price
www.cars.com/vehicledetail/9279880e-60ba-4d99-98e1-21066cac029a/,Used,2012 Ferrari 458 Italia 2DR CONV,$274899
www.cars.com/vehicledetail/559971b4-b741-4900-b133-3546982a99d5/,Used,2013 Ferrari FF Base,$279900
www.cars.com/vehicledetail/eacc7b4d-55e1-40ba-968a-a9f844701e22/,Used,2018 Ferrari GTC4Lusso T,$229800
www.cars.com/vehicledetail/cec39711-9a6c-4f1d-b275-d0df67517b6a/,Used,2012 Ferrari 458 Spider Base,$150000
www.cars.com/vehicledetail/162b15fd-54da-4593-9942-8c0401d75bbb/,Used,2019 Ferrari Portofino Base,$289950
www.cars.com/vehicledetail/35fdd601-48fe-4b78-bbda-e57877390ed5/,Used,2016 Ferrari California T,$184900
www.cars.com/vehicledetail/839d9add-4df3-4c05-b142-b65efa9481aa/,Used,2021 Ferrari SF90 Stradale Base,$792990
www.cars.com/vehicledetail/df92650d-0181-42b7-a693-74489552fc3e/,Used,2012 Ferrari 458 Italia Base,$232500
www.cars.com/vehicledetail/19e8cde8-21bf-4d3d-97f7-3d6c328fbfda/,Used,2013 Ferrari 458 Spider Base,$259000
www.cars.com/vehicledetail/4c84734d-6b5b-4a55-904b-748040c2903e/,Used,2017 Ferrari 488 Spider Base,$278994
www.cars.com/vehicledetail/7dfdf1c8-8ce3-4164-8430-285b3268c01b/,Used,2020 Ferrari GTC4Lusso T,$294000
www.cars.com/vehicledetail/fbccf7d2-54ed-403c-888e-e818ee0ca89f/,Used,2007 Ferrari 599 GTB Fiorano F1A,$149999
www.cars.com/vehicledetail/87b79ab3-6258-4e2c-99a7-c6f5ceed1933/,Ferrari Certified,2022 Ferrari Roma Base,$339888
www.cars.com/vehicledetail/2188f108-a03c-4ad2-9d4d-fb765d9b421d/,Used,2018 Ferrari GTC4Lusso T,$233000
www.cars.com/vehicledetail/fecf0737-40f4-45cf-834f-8f1112e0a825/,Ferrari Certified,2021 Ferrari Roma Base,$339900
www.cars.com/vehicledetail/a8ad0205-c668-426e-8bc5-c8218e3a05f4/,Used,2018 Ferrari 488 GTB Base,$283500
www.cars.com/vehicledetail/96540f1d-64b2-4d44-9c90-394bd6e8808a/,Ferrari Certified,2015 Ferrari 458 Spider Base,$349900
www.cars.com/vehicledetail/091b29fc-d116-4606-a9ff-0daed70753b2/,Used,2021 Ferrari F8 Tributo Base,$454900
www.cars.com/vehicledetail/626e9034-7f8c-456e-8eac-ff48154f0591/,Used,2019 Ferrari GTC4Lusso V12,$289900
www.cars.com/vehicledetail/5fec4b08-ef2b-44e1-beda-404fc178c38c/,Ferrari Certified,2021 Ferrari F8 Spider Base,$544888
www.cars.com/vehicledetail/688132cd-a0a9-4456-9256-041ce5a0286a/,Ferrari Certified,2013 Ferrari 458 Spider Base,$278888
www.cars.com/vehicledetail/89ada674-5d9a-4bd6-ab00-1c15e31ad03d/,Used,2015 Ferrari 458 Speciale Base,$579995
www.cars.com/vehicledetail/80c3e7de-3075-46c7-a2d1-96244a222abf/,Ferrari Certified,2011 Ferrari 599 GTO Base,$849900
www.cars.com/vehicledetail/6e5466b2-16f9-4fb5-aa7b-489897111f6f/,Ferrari Certified,2020 Ferrari Portofino Base,$292900
www.cars.com/vehicledetail/f8ed479f-33d5-48e0-ad9e-faee4b8dfe9a/,Used,2015 Ferrari California T,$169950
www.cars.com/vehicledetail/1c1ad826-4c9e-4d1b-be10-278e7f8c8f9a/,Ferrari Certified,2019 Ferrari 812 Superfast Base,$469900
www.cars.com/vehicledetail/9f8a679d-f2bb-4edd-b974-51229f278cbf/,Used,2007 Ferrari 599 GTB Fiorano,$152894
www.cars.com/vehicledetail/c571b58b-d815-449c-901c-3dd98c617efc/,Used,2017 Ferrari 488 Spider Base,$345900
www.cars.com/vehicledetail/9084221a-754d-47dd-9b77-b14f7ef242a2/,Ferrari Certified,2013 Ferrari California Base,$144990
www.cars.com/vehicledetail/09311d7e-a19a-453f-8e47-cf4b8d9b9082/,Ferrari Certified,2009 Ferrari 599 GTB Fiorano F1A,$224900
www.cars.com/vehicledetail/cfe79d6e-a2f1-49b1-a4c2-2c89347b503f/,Ferrari Certified,2019 Ferrari 488 Pista Base,$595900
www.cars.com/vehicledetail/b74e5936-bece-43f5-ac56-f4f557dd05e7/,Ferrari Certified,2012 Ferrari FF Base,$159900
www.cars.com/vehicledetail/f67b3d16-8da0-4e36-b98e-bf09769619b9/,Used,2019 Ferrari 488 Spider Base,$369950
www.cars.com/vehicledetail/81241f6f-4f60-4099-9c35-29738b546f53/,Used,2018 Ferrari 488 Spider Base,$359900
www.cars.com/vehicledetail/55006816-9b5f-4f0d-9aa7-faa20a24a108/,Used,2008 Ferrari 612 Scaglietti,$199895
www.cars.com/vehicledetail/18bda2f0-0c4a-4ed3-acbc-95b93803ee92/,Used,2017 Ferrari 488 Spider Base,$325900
www.cars.com/vehicledetail/5fb24f8a-0ad8-4d20-814a-0bf4c4b0e264/,Used,2005 Ferrari 612 Scaglietti Base,$124995
www.cars.com/vehicledetail/1d1c8f9c-a1ae-4e15-ade3-71912d19ada1/,Used,2019 Ferrari Portofino Base,$262949
www.cars.com/vehicledetail/b42e7826-9a5c-4333-9281-42310c8d9f01/,Ferrari Certified,2011 Ferrari 599 GTO Base,$824990
www.cars.com/vehicledetail/07966f88-f44e-409d-b5c1-831f90ba911e/,Used,2017 Ferrari 488 Spider Base,$359995
www.cars.com/vehicledetail/95e9c77d-f3bb-4b39-bbcb-7e7f663d4c9d/,Used,2014 Ferrari 458 Italia Base,$279995
www.cars.com/vehicledetail/b600b45b-0eb5-4eb2-856a-ed19c9e82ecc/,Used,2013 Ferrari California Base,$124900
www.cars.com/vehicledetail/8ff8e9a0-cc25-4450-9911-370b0d89a3aa/,Used,2007 Ferrari 599 GTB Fiorano,$479900
www.cars.com/vehicledetail/e9dd6a13-ef4a-49ca-bcaa-f502df132c01/,Used,2021 Ferrari Roma Base,$300000
www.cars.com/vehicledetail/a381bfe9-09e8-4f17-9456-2cf43ec2803b/,Used,2018 Ferrari 488 GTB Base,$319995
www.cars.com/vehicledetail/ec22b2fa-16c4-46a3-8cec-99f3e9aa437d/,Ferrari Certified,2019 Ferrari Portofino Base,$299900
www.cars.com/vehicledetail/091f0ce8-fcb0-4852-b4fa-0f1482f1a4d1/,Ferrari Certified,2016 Ferrari California T,$189900
www.cars.com/vehicledetail/cf048d51-733d-45af-900d-ad0988a220e5/,Used,2013 Ferrari FF Base,$179950
www.cars.com/vehicledetail/87a7d655-8aca-49f8-b7c4-dae127242ef7/,Used,2016 Ferrari California T,$177996
www.cars.com/vehicledetail/79ee7cfb-bb9d-4d88-b592-3be508f24012/,Used,2021 Ferrari 812 GTS Base,$699990
www.cars.com/vehicledetail/8539251f-100b-46a8-b799-ede6ada76ed7/,Used,2012 Ferrari FF Base,$173883
www.cars.com/vehicledetail/72e9eba1-502a-4a4c-949b-058adcf5d7e1/,Used,2018 Ferrari GTC4Lusso V8,$259121
www.cars.com/vehicledetail/8e227786-2904-4bc1-a0fd-e0c278c01186/,Ferrari Certified,2011 Ferrari 458 Italia Base,$264900
www.cars.com/vehicledetail/ecbec5a3-1df5-4f4d-aa33-78ac2cbf201a/,Used,2019 Ferrari Portofino,Not Priced
www.cars.com/vehicledetail/b881340d-6cd3-42d5-8cfb-c9cdd73a8222/,Used,2017 Ferrari 488 Spider Base,$229995
www.cars.com/vehicledetail/7e846976-a5c9-468b-89e4-cda4dbe3feec/,Used,2017 Ferrari 488 Spider Base,$389900
www.cars.com/vehicledetail/7bdc3c43-d1dc-4c6c-9e63-87d26dc17839/,Used,2011 Ferrari 458 Italia Base,$232900
www.cars.com/vehicledetail/905ba637-ebab-4482-9d66-2f0826d7516a/,Used,2018 Ferrari GTC4Lusso V12,$255000
www.cars.com/vehicledetail/0c9043ed-4fa5-4d0a-b6e0-96b6f08b912b/,Used,2014 Ferrari California,$119900
www.cars.com/vehicledetail/7019dd0c-a46a-4f3d-9013-ebb733317195/,Used,2017 Ferrari 488 GTB Base,$298990
www.cars.com/vehicledetail/0e60c880-8819-44dc-ad54-7dcc292c414f/,Used,2008 Ferrari F430 Spider,$219991
www.cars.com/vehicledetail/4957d223-04de-45e6-8c11-ad02c1e1404e/,Ferrari Certified,2013 Ferrari California Base,$124895
www.cars.com/vehicledetail/8470aa17-6b00-40f8-8a46-1709fc320d96/,Used,2020 Ferrari Portofino Base,$319950
www.cars.com/vehicledetail/0802f936-712b-4538-a25d-202663d10516/,Ferrari Certified,2021 Ferrari 812 GTS Base,$737888
www.cars.com/vehicledetail/43c26ae6-fbe5-4e55-affc-df21dfd0e6c2/,Ferrari Certified,2011 Ferrari 599 GTO Base,$839990
www.cars.com/vehicledetail/9732ac83-9558-4b60-bda3-13b95f23150d/,Ferrari Certified,2017 Ferrari California,$178900
www.cars.com/vehicledetail/1c769007-24a5-4df2-b722-2243a3980aa4/,Used,2014 Ferrari FF Base,$162900
www.cars.com/vehicledetail/b4806d04-9a9f-4c0c-acdf-c95e3a942ca2/,Ferrari Certified,2021 Ferrari SF90 Stradale Base,$849963
www.cars.com/vehicledetail/84a4c69f-cfe8-46ab-bc82-5826f479b718/,Used,2011 Ferrari 458 Italia Base,$239985
www.cars.com/vehicledetail/43d72295-6d38-42bf-82ac-534547d72b4f/,Ferrari Certified,2014 Ferrari California Base,$134990
www.cars.com/vehicledetail/932f18a4-cd50-4079-a9c2-5572ea88c538/,Used,2010 Ferrari California,$112000
www.cars.com/vehicledetail/a5b74fa3-9561-4223-a41b-ea742070aa19/,Used,2015 Ferrari California T,$152695
www.cars.com/vehicledetail/bf70bdf5-325f-4c67-a0ae-85bdbef7694c/,Ferrari Certified,2010 Ferrari 458 Italia Base,$239991
www.cars.com/vehicledetail/dbd3e45e-a331-478f-b0c4-e121f7b85f28/,Used,2018 Ferrari 488 Spider Base,$335900
www.cars.com/vehicledetail/0f255b7c-7138-4248-bd61-c744c8ae3324/,Used,2015 Ferrari California T,$159950
www.cars.com/vehicledetail/c42252bd-cbd3-465b-b003-b6cb19bfcf6a/,Used,2021 Ferrari SF90 Stradale Base,$850000
www.cars.com/vehicledetail/1f374ab2-3898-4451-a2b3-90c0891a9616/,Used,2011 Ferrari California Base,$119900
www.cars.com/vehicledetail/fbf682be-2d38-4126-95a9-29fd7bbecb56/,Ferrari Certified,2018 Ferrari 488 GTB Base,$349990
www.cars.com/vehicledetail/a24aebf4-3369-46cf-9725-da3f81f5de1b/,Used,2006 Ferrari 612 Scaglietti F1A,$129900
www.cars.com/vehicledetail/13e495e6-55ec-4529-823a-60cadd4321cc/,Ferrari Certified,2021 Ferrari F8 Tributo Base,$439900
www.cars.com/vehicledetail/d9145e8c-ae3e-41ac-9975-6dfef823cbf0/,Used,2015 Ferrari FF Base,$150000
www.cars.com/vehicledetail/0c00a697-2052-4a50-b4ca-e7cfbf009735/,Used,2019 Ferrari 812 Superfast Base,$439998
www.cars.com/vehicledetail/a87d65c6-7baf-44de-ae47-7966b5a715d1/,Ferrari Certified,2014 Ferrari 458 Spider Base,$269000
www.cars.com/vehicledetail/fb8b58f1-5d11-4542-985d-d57393d4acc8/,Used,2020 Ferrari 812 Superfast Base,$440000
www.cars.com/vehicledetail/a87d65c6-7baf-44de-ae47-7966b5a715d1/,Ferrari Certified,2014 Ferrari 458 Spider Base,$269000
www.cars.com/vehicledetail/a18ace57-6547-43c2-8d08-c0b75dee78ab/,Ferrari Certified,2020 Ferrari 488 Pista Spider Base,$799900
www.cars.com/vehicledetail/026523d0-a3c4-4f06-8f70-413b39ad4aff/,Used,2020 Ferrari F8 Tributo Base,$438990
www.cars.com/vehicledetail/4ffb0ec0-d76c-45a6-9bfe-df9627c7481e/,Used,2011 Ferrari 458 Italia Base,$245750
www.cars.com/vehicledetail/1d73bfff-b2a0-4adc-a798-5266c003fea4/,Used,2001 Ferrari 360 Modena Base,$149995
www.cars.com/vehicledetail/93704400-56a0-408c-b387-d732abf25611/,Used,2014 Ferrari FF Base,Not Priced
www.cars.com/vehicledetail/63ecf729-ed61-4f37-808a-0d747499d674/,Used,1992 Ferrari 512 TR,$299900
www.cars.com/vehicledetail/b7ab8507-1546-4f83-bfe7-44e9dc7c938b/,Used,2019 Ferrari Portofino Base,$259997
www.cars.com/vehicledetail/f089892e-88c6-4007-b9d7-30cace22904e/,Used,1990 Ferrari 348 TS,$109850
www.cars.com/vehicledetail/3f0b9da8-3055-4190-8730-1df54f420134/,Used,2007 Ferrari F430 Spider,$159988
www.cars.com/vehicledetail/59a9d11e-9def-4960-9f7c-7f04cab13b5f/,Used,2012 Ferrari 458 Spider Base,$266990
www.cars.com/vehicledetail/dbe288ee-5311-4f09-9f71-0eca525f67d2/,Ferrari Certified,2021 Ferrari Roma Coupe,$309995
www.cars.com/vehicledetail/60835372-7f74-45f8-a614-4a82408e7627/,Ferrari Certified,2021 Ferrari 812 GTS Base,$718991
www.cars.com/vehicledetail/0c00a697-2052-4a50-b4ca-e7cfbf009735/,Used,2019 Ferrari 812 Superfast Base,$439998
www.cars.com/vehicledetail/5321070b-5eaa-48e4-a38b-afac58392c59/,Used,2021 Ferrari F8 Tributo Base,$529000
www.cars.com/vehicledetail/074a0046-d772-4d69-8284-8ef5f39e07f0/,Ferrari Certified,2022 Ferrari Roma Base,$359900
www.cars.com/vehicledetail/7c15887b-8669-4570-8d4d-f2555d81e66f/,Used,2000 Ferrari 360 Modena,$89900
www.cars.com/vehicledetail/fb8b58f1-5d11-4542-985d-d57393d4acc8/,Used,2020 Ferrari 812 Superfast Base,$440000
www.cars.com/vehicledetail/6d1c007f-075b-4e90-b191-c800d308dd4e/,Used,2015 Ferrari 458 Spider Base,$319900
www.cars.com/vehicledetail/b49be7a1-900b-495a-81e6-434f420a7f9f/,Used,2010 Ferrari 599 GTB Fiorano,$215000
www.cars.com/vehicledetail/04d9b051-2825-499c-982c-518750cdb85a/,Used,2013 Ferrari 458 Italia Base,$250000
www.cars.com/vehicledetail/baaf4bd1-8ae7-4c73-8f0c-015988203ca5/,Used,2005 Ferrari 360 Modena,$157895
www.cars.com/vehicledetail/3544e68a-5238-49ce-bbf7-d54ece3da22c/,Ferrari Certified,2018 Ferrari 488 GTB Base,$314900
www.cars.com/vehicledetail/67f1a83c-6a16-46c1-9d3d-b54d9d4cb207/,Used,1986 Ferrari 328 GTS,$109800
www.cars.com/vehicledetail/9daa1723-4dc8-4e9e-a74d-085772c65284/,Used,2014 Ferrari 458 Spider Base,$320000
www.cars.com/vehicledetail/a8f73c89-bbaf-4636-bff4-a3820f99016d/,Used,2013 Ferrari 458 Spider Base,$248016
www.cars.com/vehicledetail/d54bba70-1e71-477b-afef-1556e5c5a438/,Used,1999 Ferrari F355 Spider,$349900
www.cars.com/vehicledetail/52bc6d56-c16c-4945-89eb-d7f4a4f3c6a8/,Used,2018 Ferrari 812 Superfast Base,$411991
www.cars.com/vehicledetail/882d4ada-a60b-4770-9ddc-4522ddba87c4/,Used,2010 Ferrari 458 Italia Base,$229990
www.cars.com/vehicledetail/a1c02b25-97e4-49da-a841-ba8ccc4d892d/,Used,2013 Ferrari California Base,$134900
www.cars.com/vehicledetail/7f9522c6-9713-4e86-bd4d-1418d7fbf4ca/,Used,1999 Ferrari F355 Serie Fiorano,Not Priced
www.cars.com/vehicledetail/9c687f35-3b8e-4d38-b27c-1922e576f8b8/,Used,1989 Ferrari Mondial,$76000
www.cars.com/vehicledetail/b00b8686-4fb5-4943-9486-2d28af802444/,Used,2015 Ferrari California T,$168900
www.cars.com/vehicledetail/023ea63f-4332-4d5d-82ef-55008ad82585/,Used,2020 Ferrari GTC4Lusso T,$249900
www.cars.com/vehicledetail/76cd6ae2-657e-4606-b9a4-86ea1ec2461a/,Used,1995 Ferrari 348 Spider,$109988
www.cars.com/vehicledetail/c4f41c60-6adf-404d-9913-c8797eff84ed/,Used,2018 Ferrari California T,$205000
www.cars.com/vehicledetail/96379fee-3f22-4055-adff-bc0a05026e9e/,Used,2018 Ferrari 812 Superfast Base,$423990
www.cars.com/vehicledetail/dda5fc4b-0621-410b-9311-2a491ad2e101/,Used,2019 Ferrari 488 Pista Base,$599998
www.cars.com/vehicledetail/b470567b-c747-4feb-a3c0-3078ee56ba5d/,Used,2014 Ferrari 458 Spider Base,$289990
www.cars.com/vehicledetail/6c5a9224-b9b4-425d-9413-049f4085387b/,Used,1995 Ferrari F355 Spider,$99998
www.cars.com/vehicledetail/d5a6d31e-c2dd-41f4-85e1-b5ea028c4781/,Ferrari Certified,2021 Ferrari Roma Base,$344900
www.cars.com/vehicledetail/7b6abf75-c4e5-4e6b-a909-a07a50479ac8/,Used,2006 Ferrari F430 Spider,$145900
www.cars.com/vehicledetail/662852d8-062b-44da-b09e-0564abaa46a1/,Used,1984 Ferrari 308 Base,$89995
www.cars.com/vehicledetail/9474715f-2fc9-43ba-bcc5-6335d6190172/,Used,2019 Ferrari 488 Spider Base,$379900
www.cars.com/vehicledetail/9294426a-9a63-47b6-a514-32b1a87f87dc/,Used,2018 Ferrari 812 Superfast Base,$427695
www.cars.com/vehicledetail/0d3914f4-2adf-48e3-8542-fb62b4ce840a/,Used,2014 Ferrari California Base,$144895
www.cars.com/vehicledetail/abbb397c-c0a0-4c2e-bada-aca67552971d/,Used,2018 Ferrari California T,$209999
www.cars.com/vehicledetail/c0e13453-0f41-48fb-8487-ce08d659e748/,Used,1992 Ferrari 512 TR BASE,$275000
www.cars.com/vehicledetail/ed6cfbf0-faf3-4cba-b4a9-77fdbc606545/,Used,2014 Ferrari 458 Spider Base,$295990
www.cars.com/vehicledetail/fa78be4f-567a-4962-8dea-60d82ec3c961/,Used,2016 Ferrari California T,$177000
www.cars.com/vehicledetail/3ad8ae0d-e717-49eb-a98c-3482d8ccb086/,Used,2004 Ferrari 360 Modena,$96995
www.cars.com/vehicledetail/2dc97897-1b14-43d5-85cb-527fb59f0e5a/,Used,2016 Ferrari 488 GTB Base,$299900
www.cars.com/vehicledetail/7907f1b2-83bb-49dc-9dad-cbe0b2d89ce0/,Used,2014 Ferrari F12berlinetta Base,$237914
www.cars.com/vehicledetail/7ffbe474-04a9-4d19-9c8f-4f1a7c6fa772/,Used,2017 Ferrari 488 Spider Base,$323500
www.cars.com/vehicledetail/f43d0d3f-ff60-43fb-a6a7-2ad9bed18106/,Used,2014 Ferrari 458 Spider Base,$299995
www.cars.com/vehicledetail/6ffe016a-e8ea-4b9d-a374-be49dc2e93d6/,Used,2018 Ferrari 488 Spider Base,$349995
www.cars.com/vehicledetail/89d1000c-7d07-4454-b8f2-70ff6c3a360e/,Used,2020 Ferrari 488 Pista Base,$659888
www.cars.com/vehicledetail/fb8e04e1-3426-4f86-9059-cccaccdd5d09/,Used,2007 Ferrari 599 GTB Fiorano F1A,$193790
www.cars.com/vehicledetail/c978e908-a705-47a3-9ddf-b405b648857b/,Used,2018 Ferrari 488 GTB Base,$299000
www.cars.com/vehicledetail/00119f68-8a74-40ca-9129-4b1331593c48/,Used,2010 Ferrari California Base,$104990
www.cars.com/vehicledetail/a196719c-a4bc-4bf8-beed-718e2f4e1ede/,Used,2003 Ferrari 360 Spider,$217900
www.cars.com/vehicledetail/dfdafd74-956f-4e50-a3e2-c3e564b5d3ae/,Used,2011 Ferrari California Base,$119990
www.cars.com/vehicledetail/83562ece-1269-4d3d-9910-38c5080bdf86/,Used,2019 Ferrari Portofino Base,$264955
www.cars.com/vehicledetail/a5dec6a4-9f1b-4289-8827-d74a4835ec60/,Used,2001 Ferrari 360 Spider,$89895
www.cars.com/vehicledetail/97bd9799-dc5a-4425-a508-dbe102678be9/,Ferrari Certified,2021 Ferrari Roma Base,$309900
www.cars.com/vehicledetail/02cda6cd-0176-4838-8c5d-276aab23ab97/,Used,1985 Ferrari Mondial Cabriolet,$36500
www.cars.com/vehicledetail/4eb23765-19fd-496d-b331-af854d07cb96/,Used,2020 Ferrari 488 Pista Base,$634950
www.cars.com/vehicledetail/e9dcaef9-7c76-47bb-acfe-5378fca65c29/,Ferrari Certified,2018 Ferrari 488 Spider Base,$364900
www.cars.com/vehicledetail/5ac1e378-db01-47de-b0a8-8e2a6099308b/,Used,2021 Ferrari SF90 Stradale Base,$999996
www.cars.com/vehicledetail/fcdffa1e-9e18-4b93-8c45-a89c8a411f5e/,Used,2016 Ferrari F12berlinetta Base,$298000
www.cars.com/vehicledetail/89d404f1-cb6e-4e70-9dca-696c5b389882/,Used,2005 Ferrari F430 Spider,$134995
www.cars.com/vehicledetail/3e19bf61-1baf-4386-b6e5-805ce5584437/,Used,2014 Ferrari California Base,$147990
www.cars.com/vehicledetail/6398eb74-854d-4020-ac6a-fdf379bdaf4d/,Used,2015 Ferrari 458 Spider Base,$289895
www.cars.com/vehicledetail/3bd4f9b4-af49-4c23-b473-31f13f878adc/,Ferrari Certified,2020 Ferrari Portofino Base,$279900
www.cars.com/vehicledetail/b43c9411-f00b-450d-a733-33c427243e86/,Used,2014 Ferrari California Base,$137950
www.cars.com/vehicledetail/60ee567e-9839-4bef-b4a5-cafbd708b531/,Used,2011 Ferrari 458 Italia Base,$224995
www.cars.com/vehicledetail/79cb931a-f724-44aa-a31f-f9bb632dfca4/,Used,2007 Ferrari F430 Berlinetta,$125000
www.cars.com/vehicledetail/c98243e1-e968-419c-96f1-324e3090902b/,Ferrari Certified,2020 Ferrari Portofino Base,$277547
www.cars.com/vehicledetail/01623ca5-ff74-4f20-b503-0dc6688defe8/,Used,2016 Ferrari California T,Not Priced
www.cars.com/vehicledetail/68e214f9-ea33-4b35-9f81-271be0133edf/,Ferrari Certified,2010 Ferrari California,$122800
www.cars.com/vehicledetail/9a8091fa-d1b5-45a3-b883-3f4277862846/,Used,2015 Ferrari California T,$165999
www.cars.com/vehicledetail/5e744829-0860-4c2e-b266-98b4572eff4a/,Used,2014 Ferrari 458 Italia Base,$254800
www.cars.com/vehicledetail/7554b240-fa63-4664-972e-589bafb02bf5/,Used,2008 Ferrari F430 Spider,$229900
www.cars.com/vehicledetail/56e124b0-91ce-4515-b8ef-99f1ab64e0a8/,Used,2021 Ferrari SF90 Stradale Base,$829998
www.cars.com/vehicledetail/c3b39871-db2e-424f-8bbc-6cd641e00b09/,Used,2017 Ferrari 488 GTB Base,$315000
www.cars.com/vehicledetail/3dc6b964-95da-404d-9a6f-a22b6f602067/,Used,1999 Ferrari F355 Spider,$114990
www.cars.com/vehicledetail/0a97c953-23e0-477c-b9ee-5def90b6b359/,Used,2011 Ferrari 458 Italia Base,$284990
www.cars.com/vehicledetail/492d852f-e5b7-4c8d-b3cd-cb0a1f527006/,Used,2022 Ferrari Portofino M,$384888
www.cars.com/vehicledetail/8f8e8f6e-7765-4524-a6ef-5d500feaa102/,Used,2015 Ferrari 458 Speciale Base,$575000
www.cars.com/vehicledetail/8bf7d3fa-f3df-4a19-991a-2e08078fe35e/,Used,2012 Ferrari 458 Italia Base,$206995
www.cars.com/vehicledetail/a52f3034-b587-4d8d-94b6-9f7389daa62e/,Used,2013 Ferrari California Base,$119995
www.cars.com/vehicledetail/d17e8342-57a0-4696-823c-84e06f401bfc/,Ferrari Certified,2016 Ferrari California T,$164388
www.cars.com/vehicledetail/39e27ab6-88a6-476a-8797-308f95b0b835/,Ferrari Certified,2020 Ferrari Portofino Base,$384900
www.cars.com/vehicledetail/4bae1c75-0f85-47a7-ae43-fcda00f4dbb1/,Ferrari Certified,2021 Ferrari SF90 Stradale Base,$939500
www.cars.com/vehicledetail/19f4020f-d101-441b-ac1d-eb4adddfc68b/,Used,2021 Ferrari SF90 Stradale,$850000
www.cars.com/vehicledetail/f64bb6da-72f2-4992-8947-93f65b9778a8/,Used,2017 Ferrari F12berlinetta Base,$319900
www.cars.com/vehicledetail/17cdba28-cd91-4b40-87d7-b99a825539b6/,Used,2017 Ferrari 488 GTB Base,$299950
www.cars.com/vehicledetail/ca406712-2287-4f80-8722-aeac922df22e/,Used,2018 Ferrari 488 Spider Base,$350000
www.cars.com/vehicledetail/c37c0041-c46d-4a33-81f8-d0cf594bad4c/,Used,1987 Ferrari 328 GTS,$124900
www.cars.com/vehicledetail/289a332c-fd14-4684-b2d5-c26dceac4d67/,Ferrari Certified,2019 Ferrari Portofino Base,$279895
www.cars.com/vehicledetail/92d0cf82-44cd-4b78-97f4-c6ddb8507e0c/,Used,2017 Ferrari California T,$164998
www.cars.com/vehicledetail/4bae1c75-0f85-47a7-ae43-fcda00f4dbb1/,Ferrari Certified,2021 Ferrari SF90 Stradale Base,$939500
www.cars.com/vehicledetail/a32fec60-c6d0-4058-ba78-c1cf9b54bd16/,Used,2001 Ferrari 360 Spider,$84995
www.cars.com/vehicledetail/8cd06ebf-d6ba-45e5-acba-e0c9c3f8a7ad/,Used,2017 Ferrari 488 Spider Base,$299900
www.cars.com/vehicledetail/82233b64-ccd1-4d54-b0ae-e040428f6388/,Used,2002 Ferrari 360 Modena Base,$119950
www.cars.com/vehicledetail/00e18ee1-6bd6-4ac4-8ab4-1a65d3e953be/,Used,2022 Ferrari 812 GTS Base,$799898
www.cars.com/vehicledetail/e600d9e5-59dc-46a3-95ed-0ee918e5e099/,Used,1978 Ferrari 308 GTS,$88888
www.cars.com/vehicledetail/e46de586-45fc-4349-8d24-52d33ed12fca/,Used,2017 Ferrari 488 GTB Base,$364988
www.cars.com/vehicledetail/b9ae22cf-3b90-405c-9985-0c7d6fa83383/,Used,2014 Ferrari 458 Spider Base,$279900
www.cars.com/vehicledetail/0a18631e-9612-47e6-8670-5740e0d98515/,Used,2016 Ferrari 488 GTB Base,$269000
www.cars.com/vehicledetail/99a94e37-94ab-44ac-9b1d-2d8ed46fe3ae/,Used,2021 Ferrari SF90 Stradale Base,$979900
www.cars.com/vehicledetail/7b0efee4-2053-4d4e-94f6-022b7e019094/,Used,2020 Ferrari 488 Pista Spider Base,$800000
www.cars.com/vehicledetail/11b09c7b-e77d-495c-9136-aac41fd15a22/,Used,2017 Ferrari California T,Not Priced
www.cars.com/vehicledetail/3ee91369-d455-490c-8891-82b338402752/,Used,2001 Ferrari 550 Maranello,$259900
www.cars.com/vehicledetail/7c34e854-7544-48a1-8467-6f8dffe3b8da/,Used,2012 Ferrari FF Base,$179950
www.cars.com/vehicledetail/80463146-b93c-4d2a-83c9-9f74288dcf18/,Used,2015 Ferrari 458 Italia Base,$257900
www.cars.com/vehicledetail/2f46dae1-d2dd-478a-8b2c-d1cf293f6471/,Ferrari Certified,2016 Ferrari F12berlinetta Base,$344995
www.cars.com/vehicledetail/4715286f-3539-40f7-913a-f2dd55949e28/,Ferrari Certified,2011 Ferrari 599 GTO Base,$899000
www.cars.com/vehicledetail/cccac192-0679-4c35-aadc-a264e17e23f5/,Used,2013 Ferrari California,Not Priced
www.cars.com/vehicledetail/7fb8f98b-ee19-4300-8ac2-1ae82837ffcd/,Used,1997 Ferrari F355 Spider,$98900
www.cars.com/vehicledetail/16435158-1258-42ca-a4ee-6db3783e0134/,Used,2019 Ferrari 488 Pista Base,$540000
www.cars.com/vehicledetail/48d6fe3a-1f8b-4909-93fd-6c79d35dea64/,Ferrari Certified,2022 Ferrari F8 Spider Base,$589991
www.cars.com/vehicledetail/85d19cc6-ad77-4836-9f20-24781e75b790/,Used,2019 Ferrari 812 Superfast Base,$435900
www.cars.com/vehicledetail/ed9fd9f7-ac47-4651-a63d-0ba048e5c293/,Ferrari Certified,2018 Ferrari California T,$199895
www.cars.com/vehicledetail/1728124f-af4d-4317-b3cd-59a87d7fd9e5/,Used,2009 Ferrari California Base,$119995
www.cars.com/vehicledetail/d2aa175d-b856-48ff-a5fc-b76c8d09c8e5/,Used,2014 Ferrari California Base,$92995
www.cars.com/vehicledetail/ee51adb2-794c-4e7f-b8bb-bfc9959aba1e/,Ferrari Certified,2020 Ferrari 488 Pista Base,$599900
